query,001SaciDSM13117T,002SaciT0-18T,003SaciSPDF1,004SaciSUNEO,005SaciAPG1,006SbenDSM103927T,007SbenVV6,008ScheDSM21508T,009ScheBIGb0227,010ScycLMG31208T,011SdaeJCM16244T,012SgenJCM13324T,013SgenN1,014SgenSMYL98,015SgenSCPM-O-B-9794,016SginDSM24757T,017SgoyBIO128,018ShumDSM18929T,019SindLMG29892T,020SindDAIF1,021SindMGMM10,022SindK279a,023SindRS7,024SindCPHE1,025SkorDSM17805T,026SkorW1S232,027SlacM15T,028SlacYR347,029SlacTUM20371,030SlacAs7,031SlacBi66,032SlacRIT_As_2,033SlacBi35,034SlauK32T,035SmalNCTC10257T,036SmalNCTC10258,037SmalCF13,038SmalSGY2,039SmalLH_B2,040SmalGYH,041SmalSTEN00241,042SmalWGB211,043SmalSJTH1,044SmalFZD2,045SmalSJTL3,046SmalZT1,047SmalACYCb_6H,048SmalPEG_68,049SmalNCTC10259,050Smal2013SM12,051SmalPEG_305,052SmalMER1,053SmalPEG_42,054SmalNCTC13014,055SmalCSM2,056SmalJV3,057SmalKMM_349,058SmalR551_3,059SmalU5,060SmalX28,061SmalAA1,062SmalISMMS3,063SmalOUC_Est10,064SmalJZL8,065SmalISMMS2R,066SmalCol1,067SmalACYCd9D,068Smal2013_SM4,069SmalSoD9b,070SmalPEG_141,071SmalDHHJ,072SmalT50_20,073SmalPEG_173,074SmalSM_866,075SmorCPCC101365T,076SmurDSM28631T,077SmurCCV155,078SmurSMYL13_,079SnemCPCC101271T,080SnitDSM12575T,081Snit2001,082SpanJCM16536T,083SpanGSS15,084SpavDSM25135T,085SpavY,086SpavPI-27,087SpenSa5BUN4T,088SpicJCM9942T,089SriyCFS3442T,090SrhiDSM14405T,091SrhiSR80,092SrhiBl2-2,093SrhiCFBP13529,094SrhiCFBP9006,095SrhiIS26,096SrhiUSBAGBX843,097SrhiJC1,098SrhiDE0483,099SrhiGN_RF2_1,100SrhiRIT_551,101SrhiBIGb0145,102SrhiBIGb0277,103SsepSM16975T,104SsepZH16.fasta,105SsepSMYL93,106SsepSMYL57,107SterDSM18941T,108StumJCM30961T,109ICU_D3_102,110UCE_D3_125,111UCE_D5_37,112GM_D5_87,113ICU_New_95,114ICU_New_188,115ICU_New_296,116GM_D3_185,117GM_D3_189,118GM_D4_135,119UCE_D6_43,120ICU_D4_5,121ICU_D4_210,122UCE_D5_25,123UCE_D6_155,124UCE_D3_105,125GM_D5_149,126ICU_D3_80,127H_D3_146,128ICU_D4_12,129ICU_D4_90,130GM_D4_145,131PhibATCC19867T,132PdokDSM21858T,133XmalLMG27592T,SaraA5588,SoahA5586,Spigmentata610A2,max_value,max_column
011SdaeJCM16244T,88.4664,88.7035,88.4771,88.503,88.5885,83.9543,83.1093,82.9516,82.9215,83.6968,100.0,83.6462,83.7087,83.5915,83.567,81.9249,83.1715,84.0979,83.4429,83.3238,83.2743,83.1842,83.2387,83.2883,81.8668,81.9643,83.2741,83.1601,83.2386,83.1901,83.2011,83.395,83.2055,82.8871,83.7414,83.7182,83.7058,83.064,83.1664,83.9599,83.9412,83.6332,83.6796,83.639,83.6908,83.7091,83.7107,83.9601,83.8782,83.8886,83.9538,83.0635,83.5295,83.5234,83.9175,83.8531,83.6431,83.6011,83.3854,83.6998,83.9045,83.8458,83.655,83.7647,83.6089,83.6349,83.6342,83.6211,83.6699,83.6764,83.84,83.7684,83.7561,83.7053,86.9967,83.836,83.8322,83.7494,83.4639,88.6305,84.4557,83.8995,83.8878,83.8858,83.9647,83.9215,82.8054,85.2322,83.7043,83.6095,83.486,83.5945,83.6627,83.625,82.966,82.9479,83.4309,83.7377,84.214,83.3058,83.0903,83.0905,83.649,83.6026,83.6319,83.7958,84.3987,82.3979,83.6248,83.8503,83.6847,83.7806,83.8646,83.9284,83.8772,83.8776,83.927,83.9031,83.831,83.7334,83.6776,83.5965,83.6223,83.8664,83.6959,83.9902,84.0015,83.9662,84.0594,83.953,83.8237,80.334,81.5132,83.8474,83.0391,84.1315,88.7035,002SaciT0-18T
012SgenJCM13324T,83.4895,83.5412,83.602,83.6663,83.7604,84.84,84.8614,84.8498,84.7988,88.9154,83.6185,100.0,98.1519,96.8973,96.2962,81.548,84.8315,82.41,88.5238,88.4214,88.4746,88.4344,88.4053,88.4273,81.3584,81.524,88.4604,88.5658,88.6422,88.4807,88.4543,88.3702,88.315,84.3986,93.1314,93.006,93.1364,88.2812,88.2149,90.9978,91.0556,93.2037,93.1872,92.5235,92.4352,93.7972,93.4581,92.2346,92.261,91.7661,91.5415,88.3967,93.4213,93.3172,92.2576,92.131,91.6335,91.7296,88.5764,92.9263,89.0161,91.392,93.2623,97.9902,97.8288,96.4501,91.9971,92.4463,92.0423,93.3794,93.5765,93.6829,93.5405,93.4426,83.0698,91.9572,92.1532,92.0894,84.5699,83.7179,82.6147,82.9741,82.8902,91.498,91.7152,91.5229,84.4996,82.8776,92.3882,84.7484,84.8424,84.7609,84.6785,84.6803,84.4768,84.3563,84.4918,84.6596,84.8255,84.6239,84.4154,84.47,91.9746,92.0186,92.0169,92.2986,82.3941,84.2261,93.0106,93.2,93.1246,93.1466,93.144,93.0679,93.1408,92.0001,91.9652,91.9246,92.1052,92.513,92.5258,92.4795,92.5353,93.461,92.8072,91.2429,91.4127,91.3271,91.375,91.2921,93.7576,79.8372,81.0082,85.0516,84.2598,82.4468,98.1519,013SgenN1
013SgenN1,83.6012,83.6165,83.5857,83.7397,83.7032,84.8148,84.7428,84.6852,84.6469,88.8869,83.5455,98.164,100.0,96.9735,96.5352,81.5919,84.8238,82.2226,88.5805,88.483,88.6365,88.4343,88.5383,88.4849,81.505,81.354,88.6041,88.611,88.6994,88.5455,88.5906,88.552,88.395,84.5746,93.0897,93.0894,93.2158,88.2815,88.3869,90.8249,90.9109,93.1667,93.1988,92.5391,92.5495,94.0325,93.5561,92.2031,92.1989,91.5501,91.552,88.5293,93.5322,93.496,92.2567,92.2351,91.8163,91.8418,88.7167,92.9747,89.0298,91.3257,93.2441,98.3523,98.2883,96.8023,92.1145,92.2867,92.1,93.5898,93.5795,93.6771,93.4701,93.6255,83.1463,92.1067,92.2144,92.1558,84.5107,83.7045,82.4961,82.8884,82.7652,91.5973,91.5046,91.5349,84.6068,82.7014,92.5822,84.8232,84.7625,84.7575,84.6597,84.7183,84.3878,84.2888,84.5488,84.7805,84.8217,84.7012,84.3892,84.5334,91.9337,92.0684,92.0956,92.074,82.529,84.0739,93.0054,93.0471,93.0984,93.1824,93.0532,93.069,93.0339,92.149,92.1787,92.1329,92.1647,92.5773,92.5856,92.608,92.6017,93.5836,92.8808,91.3572,91.2559,91.3433,91.2899,91.3892,94.028,79.9813,80.8614,84.8458,84.2617,82.4948,98.3523,064SmalJZL8
014SgenSMYL98,83.4943,83.5921,83.5577,83.7165,83.6927,85.042,84.4929,84.8178,84.8,88.996,83.5328,96.8698,96.9932,100.0,97.7902,81.4076,84.6143,82.3103,88.6208,88.6195,88.6914,88.658,88.6134,88.5793,81.2936,81.0521,88.7033,88.6756,88.7935,88.6466,88.5654,88.6751,88.4924,84.5951,93.2413,93.2074,93.2034,88.3204,88.4076,90.9341,91.0208,93.3169,93.3301,92.8141,92.774,93.5381,93.2074,92.2005,92.1945,91.5756,91.5777,88.6451,93.8113,93.6447,92.3561,92.3355,92.0161,92.0345,88.7373,93.0276,89.0861,91.5601,93.4343,96.938,97.1132,97.8308,92.0025,92.1569,91.9915,93.6641,93.6682,93.7794,93.6161,93.7113,83.125,92.1653,92.1716,92.1968,84.5466,83.7519,82.5854,82.7557,82.7752,91.5387,91.5808,91.5688,84.6887,82.7354,92.6501,84.7632,84.6696,84.7759,84.7036,84.7748,84.4814,84.369,84.5464,84.7309,84.8778,84.5754,84.418,84.4472,91.9613,91.9491,91.9282,91.9393,82.5044,83.9899,93.1412,93.2794,93.1243,93.2888,93.2113,93.2475,93.2317,92.1642,92.1753,92.1316,92.1572,92.7966,92.8191,92.7336,92.7072,93.7071,93.0154,91.5144,91.4445,91.4657,91.5003,91.4142,93.5835,80.0058,80.8204,84.9968,84.2906,82.3884,97.8308,066SmalCol1
015SgenSCPM-O-B-9794,83.7393,83.5764,83.637,83.6728,83.7719,85.1037,84.66,84.7529,84.7945,88.8986,83.4506,96.2159,96.493,97.7423,100.0,81.4406,84.6279,82.2359,88.567,88.5402,88.6375,88.5309,88.5132,88.5639,81.3269,81.2518,88.6594,88.5444,88.6141,88.6712,88.4714,88.6539,88.3901,84.6993,93.1879,93.0685,93.1806,88.2202,88.2725,90.9391,90.8878,93.3891,93.3132,92.7665,92.7268,93.3099,93.103,92.203,92.2906,91.573,91.5557,88.4958,93.6373,93.5661,92.3026,92.3145,91.9387,91.9191,88.6293,92.9988,89.1585,91.4794,93.2617,96.4901,96.7464,98.3393,91.901,92.0215,91.9828,93.6645,93.7249,93.8756,93.594,93.6395,83.0247,92.1176,92.2579,92.1106,84.5048,83.575,82.511,82.8781,82.8658,91.5455,91.5637,91.5376,84.5343,82.7763,92.7126,84.9126,84.7774,84.7898,84.7256,84.8284,84.4315,84.2708,84.3808,84.738,84.9752,84.776,84.4777,84.5039,91.895,91.8242,91.9769,91.939,82.3561,84.109,93.0786,93.1028,92.9868,93.2351,93.0391,93.0251,93.0431,92.0641,92.0893,92.104,92.2147,92.6989,92.7164,92.7754,92.7569,93.7647,92.9541,91.4662,91.4186,91.384,91.3438,91.4481,93.3329,79.8381,80.9675,84.9875,84.2769,82.3642,98.3393,066SmalCol1
016SginDSM24757T,82.2564,82.0989,82.1829,82.1213,82.37,81.6608,81.5904,81.4446,81.5209,81.7286,82.0903,81.6516,81.591,81.7326,81.6987,100.0,81.5332,81.1916,81.5864,81.6486,81.6317,81.6069,81.4898,81.4993,86.9273,86.712,81.4056,81.4247,81.4487,81.3309,81.5139,81.4548,81.3768,81.1016,81.5743,81.4582,81.4342,81.2351,81.2729,81.6445,81.6632,81.4373,81.5706,81.6324,81.63,81.4561,81.4254,81.6746,81.6487,81.5644,81.5342,81.5267,81.397,81.3898,81.7964,81.572,81.5128,81.646,81.5207,81.4948,81.8346,81.7979,81.5516,81.7751,81.6284,81.5899,81.4409,81.4987,81.4116,81.5832,81.5929,81.6784,81.6021,81.5387,81.4738,81.7175,81.7562,81.6052,81.1656,82.1221,81.765,81.0126,81.0169,81.5649,81.6676,81.6293,81.2363,81.9359,81.6304,81.8193,81.4758,81.5604,81.8951,81.7935,81.3355,81.5548,81.3906,81.5735,82.006,81.5962,81.4697,81.4668,81.5991,81.4789,81.4467,81.5038,81.6439,80.8326,81.4905,81.4877,81.377,81.478,81.5076,81.4775,81.5183,81.6347,81.6969,81.6339,81.7629,81.6975,81.6289,81.591,81.6068,81.6097,81.4973,81.6931,81.7657,81.7355,81.7464,81.6604,81.5907,79.3818,79.7966,81.7025,81.2791,81.4548,86.9273,025SkorDSM17805T
017SgoyBIO128,83.3643,83.3829,83.5549,83.2467,83.3197,86.5897,97.7613,84.1705,84.1347,84.8945,83.2559,84.9484,84.7221,84.7426,84.6805,81.3792,100.0,82.2891,84.6993,84.7165,84.7624,84.7142,84.7662,84.7949,81.069,81.1673,84.8267,84.5609,85.1056,84.729,84.5519,84.6739,84.7159,84.0736,84.9472,84.8032,84.7123,84.0795,84.0254,85.1732,85.0792,84.9692,85.0839,84.7998,84.8605,84.7602,84.5742,84.9903,84.9131,84.9077,84.8049,84.5492,84.8726,84.636,84.9715,84.9566,84.7451,84.7222,84.7123,84.8183,85.0184,85.0964,84.6136,84.7119,84.6991,84.6851,84.7312,84.788,84.647,84.7364,84.7033,84.9568,84.9318,84.8327,82.6903,85.0246,84.8957,84.8234,87.1618,83.459,82.8555,82.737,82.7948,84.7176,84.8814,84.8309,84.0941,83.138,84.8793,87.754,86.6643,86.687,87.6951,87.6606,92.4114,92.3086,87.2642,86.4431,87.8331,98.0272,91.8629,91.9725,84.9358,84.9108,84.5957,84.7253,82.4985,83.8317,84.6877,84.9981,84.9195,84.6481,85.0336,85.0694,85.0111,85.0942,85.075,85.1513,84.8251,85.19,85.1631,84.91,84.8484,84.853,84.8431,84.7841,85.1057,85.0899,85.1272,85.2071,84.6548,79.8961,80.825,86.6047,85.3118,82.5159,98.0272,100SrhiRIT_551
018ShumDSM18929T,84.071,84.0722,84.0545,84.0486,84.2444,82.4769,82.1696,81.8575,81.7624,82.4187,84.1936,82.379,82.2811,82.3986,82.3199,81.0599,82.3137,100.0,82.095,82.2199,82.1388,82.0944,82.1378,82.2874,80.9773,80.9355,82.1732,82.0632,82.2505,82.2546,82.1657,82.3357,82.1219,81.7183,82.1821,82.3207,82.417,81.6611,81.613,82.3521,82.2383,82.3175,82.3328,82.3597,82.4036,82.2481,82.185,82.4674,82.4038,82.1573,82.3609,82.0235,82.246,82.1851,82.2993,82.4553,82.4126,82.2232,82.0466,82.3893,82.3603,82.4599,82.229,82.3399,82.4497,82.4006,82.29,82.2555,82.2522,82.3437,82.3041,82.4179,82.3372,82.4833,83.2205,82.3907,82.4296,82.3122,82.0348,84.343,85.0708,81.5114,81.4606,82.2419,82.152,82.1932,81.7588,84.4837,82.3058,82.2228,82.2947,82.3548,82.3039,82.2595,82.2316,82.2165,82.1207,82.1182,82.451,82.3243,82.1757,82.0498,82.1638,82.2182,82.1136,82.338,85.171,81.4057,82.3114,82.2868,82.3486,82.3766,82.3637,82.3417,82.3048,82.3245,82.372,82.3453,82.4892,82.3605,82.3701,82.3607,82.3682,82.3511,82.4175,82.4411,82.4574,82.4837,82.4652,82.4451,82.2628,79.4289,80.1065,82.3306,81.9956,85.0252,85.171,107SterDSM18941T
019SindLMG29892T,83.3554,83.3251,83.4931,83.3207,83.397,84.8308,84.6568,84.8818,84.8576,88.4924,83.3257,88.4539,88.5984,88.6164,88.535,81.4152,84.6242,82.0662,100.0,98.3059,98.3458,97.1571,96.3938,96.284,81.0986,81.0648,94.0168,93.9712,94.0128,93.8925,93.978,93.8542,93.772,84.6788,88.3969,88.4454,88.4679,87.4541,87.4575,88.6214,88.5306,88.46,88.4598,88.5937,88.5881,88.3395,88.3595,88.5874,88.6447,88.4952,88.4521,93.8784,88.5586,88.5603,88.6295,88.7282,88.6652,88.6601,98.3205,88.6151,88.6984,88.7241,88.548,88.5894,88.7073,88.6582,88.3726,88.3658,88.3733,88.5004,88.594,88.5421,88.484,88.526,82.8643,88.4751,88.5441,88.5758,84.5037,83.4277,82.3495,82.4903,82.4298,88.4351,88.4861,88.417,84.6499,82.7401,88.6062,84.8134,84.5849,84.711,84.7804,84.7649,84.4439,84.4278,84.4707,84.5447,84.9504,84.7324,84.4125,84.45,88.2764,88.3659,88.2472,88.4338,82.4778,84.1424,88.4011,88.5263,88.3985,88.4884,88.4776,88.4839,88.5095,88.5349,88.4907,88.5271,88.5468,88.5674,88.4964,88.6295,88.6195,88.5868,88.474,88.701,88.6389,88.6357,88.7009,88.6623,88.4162,79.9742,80.6418,84.6939,84.1496,82.3333,98.3458,021SindMGMM10
020SindDAIF1,83.2083,83.3681,83.2887,83.3643,83.352,84.5812,84.5634,84.9313,84.7877,88.4896,83.0659,88.3878,88.5143,88.4805,88.4611,81.3761,84.6623,82.0842,98.297,100.0,98.2848,97.1997,96.4819,96.3904,81.0528,81.1802,93.9075,93.8803,93.9395,93.8975,93.8299,93.7601,93.832,84.6686,88.3568,88.4345,88.4579,87.2976,87.3491,88.49,88.5421,88.6072,88.5315,88.6939,88.7158,88.3163,88.3537,88.5894,88.6136,88.4469,88.398,93.8832,88.5122,88.5202,88.7496,88.8371,88.7725,88.7115,98.5952,88.5407,88.7219,88.683,88.5686,88.4828,88.6665,88.5729,88.3629,88.3441,88.3216,88.5877,88.5808,88.7262,88.6576,88.6202,82.6686,88.4596,88.5161,88.4667,84.3869,83.2876,82.1719,82.4607,82.399,88.4144,88.4724,88.3731,84.6038,82.6948,88.7083,84.8239,84.5269,84.5692,84.6888,84.7229,84.3805,84.3759,84.5008,84.3782,84.9147,84.7516,84.2522,84.3511,88.2134,88.3188,88.2562,88.3554,82.3617,84.063,88.3415,88.4005,88.3776,88.4525,88.4172,88.4029,88.3643,88.551,88.4818,88.4535,88.5114,88.6242,88.6358,88.6701,88.6216,88.6257,88.3842,88.5957,88.6202,88.6349,88.6245,88.528,88.4015,79.8939,80.815,84.7787,83.9864,82.4457,98.5952,059SmalU5
021SindMGMM10,83.1616,83.2237,83.2653,83.2323,83.3512,84.7931,84.6613,84.9017,84.791,88.5436,83.1761,88.5061,88.5161,88.605,88.5608,81.3705,84.6868,82.1206,98.3505,98.2857,100.0,97.1115,96.4409,96.3095,81.1557,81.1064,93.9545,93.8474,93.9493,93.9155,93.9321,93.871,93.743,84.6149,88.479,88.4866,88.5071,87.3451,87.4174,88.6495,88.5783,88.5122,88.5232,88.6667,88.5712,88.3433,88.3922,88.5304,88.5745,88.4464,88.4079,93.8287,88.7002,88.5383,88.755,88.7386,88.7367,88.7927,98.3075,88.6223,88.6892,88.7567,88.5095,88.5399,88.5835,88.5301,88.3107,88.4486,88.3234,88.4991,88.5339,88.5818,88.5745,88.591,82.6955,88.5287,88.6102,88.5284,84.4529,83.3445,82.4055,82.4984,82.461,88.474,88.392,88.4324,84.6263,82.797,88.6175,84.8855,84.6416,84.6084,84.7991,84.8426,84.4914,84.5191,84.5175,84.518,84.9351,84.6933,84.2696,84.4383,88.1728,88.3689,88.2099,88.4258,82.3686,84.1304,88.407,88.4981,88.4714,88.5081,88.4524,88.4418,88.4774,88.5539,88.5146,88.429,88.5296,88.5937,88.6211,88.6061,88.591,88.5498,88.5541,88.63,88.6735,88.6933,88.7022,88.5768,88.3846,79.7943,80.8554,84.7215,84.0109,82.4335,98.3505,019SindLMG29892T
022SindK279a,83.038,83.1283,83.3378,83.2792,83.3308,84.537,84.5382,84.8762,84.9053,88.4794,83.0937,88.3266,88.4838,88.6089,88.5212,81.274,84.6375,82.0275,97.0872,97.1609,97.1046,100.0,95.8982,95.8283,81.0707,81.2312,93.9767,94.0253,93.9352,93.9674,93.9798,93.8993,94.0924,84.5198,88.3365,88.5377,88.4727,87.2824,87.4141,88.523,88.5298,88.5211,88.4745,88.6129,88.5991,88.2908,88.1627,88.5231,88.6419,88.3184,88.3707,93.9118,88.5184,88.4358,88.5767,88.7753,88.7104,88.7096,97.1293,88.572,88.6714,88.6831,88.4363,88.6179,88.5875,88.5741,88.3826,88.2909,88.3208,88.5539,88.5931,88.6571,88.5909,88.5238,82.669,88.4165,88.4689,88.4596,84.2926,83.2708,82.2943,82.3239,82.3792,88.3495,88.2963,88.3089,84.6104,82.5198,88.5419,84.8616,84.5458,84.4872,84.6754,84.6889,84.3397,84.3128,84.3593,84.4219,84.7533,84.6947,84.2496,84.4808,88.1902,88.3407,88.156,88.2274,82.2995,83.9957,88.3737,88.3705,88.4658,88.451,88.3866,88.3697,88.3454,88.3647,88.4315,88.4432,88.5412,88.5673,88.47,88.6076,88.5949,88.4803,88.4664,88.5883,88.5966,88.6172,88.5628,88.503,88.3087,80.0353,80.7455,84.8195,84.1255,82.2204,97.1609,020SindDAIF1
023SindRS7,83.2289,83.2091,83.3049,83.1674,83.1388,84.551,84.5741,84.7098,84.7896,88.4411,83.3047,88.43,88.5156,88.5891,88.5133,81.2861,84.579,82.0753,96.3805,96.5328,96.4475,95.8674,100.0,99.0433,81.0613,81.1202,93.763,93.6576,93.7937,93.6719,93.7202,93.7265,93.6142,84.5074,88.445,88.4171,88.3877,87.2316,87.3402,88.4115,88.4452,88.4099,88.4954,88.5654,88.596,88.2563,88.2901,88.5321,88.516,88.3667,88.4105,93.6153,88.4171,88.4345,88.578,88.6652,88.6474,88.5325,96.4792,88.4887,88.4773,88.5855,88.502,88.498,88.496,88.5288,88.3295,88.3279,88.3205,88.5353,88.5568,88.5442,88.5266,88.4447,82.6282,88.4738,88.5155,88.4663,84.3118,83.2175,82.265,82.2364,82.3505,88.4092,88.3026,88.3594,84.5964,82.5402,88.5339,84.8871,84.4721,84.5231,84.6743,84.7847,84.4094,84.3621,84.3359,84.4262,84.7872,84.6155,84.1723,84.4098,88.2474,88.2276,88.1716,88.3481,82.2815,84.0631,88.3865,88.4128,88.4216,88.3912,88.3811,88.3643,88.3217,88.3844,88.4482,88.4136,88.4363,88.597,88.5882,88.6101,88.5915,88.5563,88.3016,88.5587,88.6588,88.6245,88.6217,88.5344,88.2602,80.0635,80.7281,84.5452,84.0037,82.2962,99.0433,024SindCPHE1
024SindCPHE1,83.0647,83.1736,83.2654,83.1448,83.1241,84.7317,85.0729,84.7268,84.6805,88.5205,83.1963,88.4426,88.5388,88.5604,88.5357,81.1602,84.6858,82.086,96.4793,96.5681,96.4391,95.9447,99.1418,100.0,81.0308,80.8601,93.8047,93.7453,93.6965,93.7038,93.7399,93.668,93.6587,84.5571,88.3957,88.4173,88.4493,87.225,87.3164,88.6066,88.5708,88.7131,88.6261,88.5389,88.5314,88.3116,88.2965,88.4436,88.5089,88.4256,88.287,93.6097,88.4614,88.4238,88.7369,88.7066,88.6839,88.7015,96.5012,88.4955,88.4839,88.6336,88.4132,88.5104,88.5201,88.5335,88.5411,88.2999,88.2416,88.4991,88.5567,88.5326,88.5363,88.4391,82.7374,88.4465,88.4528,88.436,84.3435,83.2742,82.2688,82.3086,82.3523,88.3602,88.353,88.2661,84.4675,82.5009,88.466,84.77,84.5281,84.6083,84.7002,84.5743,84.3504,84.4001,84.3009,84.3828,84.7862,84.5975,84.2764,84.518,88.2062,88.262,88.194,88.2793,82.1631,84.4125,88.4357,88.4564,88.3862,88.4975,88.4631,88.4159,88.4729,88.4777,88.5312,88.3694,88.4631,88.5231,88.4914,88.5583,88.6013,88.4402,88.4491,88.674,88.6221,88.6017,88.6441,88.7567,88.2562,79.9112,80.8882,84.598,83.9586,82.3127,99.1418,023SindRS7
025SkorDSM17805T,81.8059,81.9418,81.8702,81.9068,82.1625,81.3319,80.9585,81.0505,81.0885,81.5419,81.9509,81.3419,81.4491,81.448,81.3628,86.9036,81.0367,80.9765,81.2098,81.2228,81.2641,81.2896,81.232,81.2539,100.0,97.8671,81.2925,81.1241,81.2049,81.1695,81.1371,81.421,81.2945,80.7385,81.3298,81.2931,81.3415,81.1018,81.113,81.5421,81.4954,81.37,81.4845,81.2925,81.3196,81.3478,81.4118,81.2767,81.3965,81.4249,81.4271,81.0782,81.1566,81.2874,81.4746,81.4973,81.386,81.383,81.1297,81.2996,81.5796,81.4718,81.478,81.5247,81.4345,81.4241,81.3789,81.2424,81.4597,81.3411,81.1649,81.4078,81.4198,81.5053,81.5395,81.4402,81.336,81.3728,81.1367,81.9402,81.333,81.0907,81.0998,81.3572,81.4246,81.4876,80.8848,81.9026,81.4198,81.3022,81.2777,81.2639,81.3157,81.277,81.1072,81.0816,81.187,81.1185,81.7213,81.0488,80.9642,81.1173,81.265,81.2874,81.3054,81.3799,81.2509,80.6184,81.3892,81.3069,81.2734,81.3937,81.3009,81.2192,81.2359,81.4286,81.3745,81.388,81.4101,81.4648,81.4579,81.4044,81.3964,81.3772,81.3979,81.2866,81.4368,81.4089,81.4341,81.4613,81.4115,79.4914,79.7801,81.4333,80.8925,81.0518,97.8671,026SkorW1S232
026SkorW1S232,81.9735,82.0811,81.9398,82.1361,82.2828,81.3797,81.2495,81.1665,81.0982,81.5286,81.8776,81.4738,81.3583,81.3864,81.2923,87.0041,81.4394,80.884,81.3205,81.2032,81.3399,81.3363,81.317,81.1757,97.8002,100.0,81.2197,81.295,81.4313,81.3341,81.2689,81.363,81.3266,80.851,81.3109,81.3583,81.3601,81.1057,81.0165,81.5962,81.5494,81.3491,81.3121,81.4002,81.3176,81.4252,81.3668,81.4029,81.4157,81.6163,81.527,81.1781,81.3798,81.2911,81.4332,81.504,81.3914,81.3421,81.1737,81.4096,81.6755,81.5435,81.4527,81.5175,81.4416,81.4526,81.5823,81.438,81.63,81.2691,81.3423,81.4107,81.2069,81.3907,81.6952,81.4803,81.3832,81.3985,81.1105,82.0623,81.3819,81.0328,81.136,81.4976,81.5143,81.5203,81.0472,81.9443,81.3489,81.3255,81.3459,81.4273,81.3352,81.3983,81.1903,81.15,81.2138,81.2215,81.8181,81.4227,81.1401,81.1463,81.4304,81.4506,81.4857,81.5709,81.5317,80.6284,81.3,81.3034,81.3164,81.3167,81.3659,81.3779,81.3557,81.3457,81.4553,81.3982,81.5747,81.3137,81.3352,81.3319,81.3304,81.4669,81.4431,81.4426,81.4743,81.4402,81.4671,81.3283,81.3695,79.5502,79.8093,81.3624,80.887,81.3729,97.8002,025SkorDSM17805T
027SlacM15T,83.152,83.1785,83.2354,83.204,83.1688,84.6218,84.5659,84.8107,84.7242,88.3778,83.0464,88.4132,88.5387,88.6988,88.5992,81.3611,84.6979,82.0629,93.9732,93.9501,93.9271,93.9643,93.7434,93.6773,81.0586,81.069,100.0,96.2664,95.9601,96.8229,96.2031,95.3729,95.2815,84.4154,88.3855,88.4375,88.4012,87.304,87.4164,88.4827,88.637,88.5712,88.51,88.6081,88.6556,88.4232,88.3293,88.6135,88.6053,88.3616,88.4206,96.1408,88.5449,88.4614,88.6128,88.7502,88.6981,88.7383,94.0169,88.5923,88.5028,88.6096,88.4783,88.5528,88.648,88.7094,88.2927,88.2389,88.2558,88.4798,88.4764,88.6166,88.6528,88.6136,82.5854,88.5299,88.603,88.5253,84.351,83.1924,82.2915,82.4985,82.5835,88.3634,88.3412,88.3469,84.5864,82.5594,88.5578,84.656,84.5002,84.4999,84.6127,84.6423,84.4033,84.4382,84.2961,84.3464,84.7224,84.6047,84.4478,84.3564,88.2374,88.3453,88.238,88.3465,82.3259,84.0934,88.3496,88.3456,88.4365,88.3318,88.3376,88.3654,88.3859,88.4934,88.5746,88.5622,88.4925,88.6856,88.7139,88.548,88.6188,88.565,88.4847,88.4353,88.6147,88.6902,88.5869,88.7033,88.4368,79.9796,80.769,84.6575,84.0773,82.2268,96.8229,030SlacAs7
028SlacYR347,83.1223,83.103,83.2093,83.2029,83.176,84.6145,84.5551,84.8037,84.7978,88.3179,83.0447,88.5567,88.5828,88.6025,88.617,81.3605,84.4616,82.1396,93.8978,93.9241,93.8673,94.0113,93.6291,93.6398,80.9301,81.0891,96.3266,100.0,95.987,96.0996,95.9962,95.2084,95.4352,84.6042,88.3844,88.4372,88.4348,87.1868,87.3639,88.4723,88.486,88.4604,88.3805,88.4549,88.5004,88.4094,88.2913,88.5006,88.5517,88.276,88.3827,96.8068,88.4231,88.5076,88.6655,88.6414,88.6507,88.6597,93.9814,88.4496,88.4856,88.5691,88.4454,88.5677,88.6659,88.75,88.332,88.3173,88.3064,88.4096,88.4636,88.5341,88.4922,88.3657,82.665,88.451,88.4886,88.4415,84.3346,83.2164,82.2948,82.5522,82.5445,88.2548,88.3309,88.307,84.4884,82.5567,88.4989,84.7746,84.6159,84.6483,84.6272,84.5799,84.4039,84.279,84.3597,84.377,84.7261,84.5588,84.2999,84.3653,88.1987,88.2674,88.3085,88.3017,82.2724,84.121,88.3834,88.3819,88.4398,88.409,88.4029,88.4039,88.3809,88.4923,88.4635,88.4591,88.5509,88.5119,88.5155,88.4553,88.4552,88.4779,88.483,88.5103,88.6052,88.6194,88.6133,88.6335,88.4383,80.0812,80.61,84.6038,84.0979,82.1639,96.8068,052SmalMER1
